MatrixID	Name	Class	Family	Type	UniprotID	SpeciesName	BaseID	TaxGroup	Cluster	ClusterColor	ClusterDesc
MA1741.1	BRN2	GCM domain factors	NAC	DAP-seq	Q9SV87	Arabidopsis thaliana	MA1741	plants	cluster_16	210,105,30	NAC_A
MA1742.2	BZIP18	Basic leucine zipper factors (bZIP)	Group I	DAP-seq	O22873	Arabidopsis thaliana	MA1742	plants	cluster_12	165,42,42	BZIP
MA1743.2	BZIP2	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	Q9SI15	Arabidopsis thaliana	MA1743	plants	cluster_14	95,158,160	BZIP_TGA
MA1744.2	BZIP30	Basic leucine zipper factors (bZIP)	Group I	PBM	Q9SIG8	Arabidopsis thaliana	MA1744	plants	cluster_12	165,42,42	BZIP
MA1745.2	BZIP63	Basic leucine zipper factors (bZIP)	Group C	PBM	B9DGI8	Arabidopsis thaliana	MA1745	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1746.1	BZIP69	Basic leucine zipper factors (bZIP)	Group I	DAP-seq	Q9LNE0	Arabidopsis thaliana	MA1746	plants	cluster_12	165,42,42	BZIP
MA1747.2	DOF4.3	Other C4 zinc finger-type factors	DOF	DAP-seq	Q9SUB0	Arabidopsis thaliana	MA1747	plants	cluster_03	0,255,255	DOF_CDF
MA1748.2	DREB1F	AP2/EREBP	ERF/DREB	PBM	Q9LN86	Arabidopsis thaliana	MA1748	plants	cluster_15	127,255,0	ERF_DREB_A
MA1749.1	E2FC	Fork head/winged helix factors	E2F	DAP-seq	Q9FV70	Arabidopsis thaliana	MA1749	plants	cluster_27	169,169,169	E2F
MA1750.1	E2FE	Fork head/winged helix factors	E2F	DAP-seq	Q8LSZ4	Arabidopsis thaliana	MA1750	plants	cluster_27	169,169,169	E2F
MA1751.2	EIL3	EIL		DAP-seq	O23116	Arabidopsis thaliana	MA1751	plants	cluster_26	0,100,0	EIL_SBP
MA1752.2	ERF025	AP2/EREBP	ERF/DREB	DAP-seq	Q9FJ90	Arabidopsis thaliana	MA1752	plants	cluster_15	127,255,0	ERF_DREB_A
MA1753.2	ERF057	AP2/EREBP	ERF/DREB	DAP-seq	Q9FJQ2	Arabidopsis thaliana	MA1753	plants	cluster_24	184,134,11	ERF_DREB_B
MA1754.2	ERF073	AP2/EREBP	ERF/DREB	DAP-seq	Q8H0T5	Arabidopsis thaliana	MA1754	plants	cluster_24	184,134,11	ERF_DREB_B
MA1755.2	GATA4	Other C4 zinc finger-type factors	C4-GATA-related	PBM	O49743	Arabidopsis thaliana	MA1755	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1756.2	GRF9	C3H zinc finger factors	GRF	DAP-seq	Q8S9M3	Arabidopsis thaliana	MA1756	plants	cluster_22	0,0,139	GRF_ARF
MA1757.2	HDG7	Homeo domain factors	HD-ZIP	DAP-seq	Q9LTK3	Arabidopsis thaliana	MA1757	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1758.2	HSFA1E	Heat shock factors	HSF		Q9SCW5	Arabidopsis thaliana	MA1758	plants	cluster_04	127,255,212	HSF_GARP
MA1759.2	HSFA4A	Heat shock factors	HSF		O49403	Arabidopsis thaliana	MA1759	plants	cluster_04	127,255,212	HSF_GARP
MA1760.1	HSFA6A	Heat shock factors	HSF		Q1PDN3	Arabidopsis thaliana	MA1760	plants	cluster_04	127,255,212	HSF_GARP
MA1761.2	HSFB3	Heat shock factors	HSF		O22230	Arabidopsis thaliana	MA1761	plants	cluster_04	127,255,212	HSF_GARP
MA1762.2	MYB10	Tryptophan cluster factors	MYB	DAP-seq	Q9LTV4	Arabidopsis thaliana	MA1762	plants	cluster_02	250,235,215	MYB_TRB
MA1764.2	MYB116	Tryptophan cluster factors	MYB	DAP-seq	Q94FU0	Arabidopsis thaliana	MA1764	plants	cluster_02	250,235,215	MYB_TRB
MA1765.2	MYB121	Tryptophan cluster factors	MYB	DAP-seq	Q9LRU5	Arabidopsis thaliana	MA1765	plants	cluster_02	250,235,215	MYB_TRB
MA1766.2	MYB17	Tryptophan cluster factors	MYB	DAP-seq	Q9M2D9	Arabidopsis thaliana	MA1766	plants	cluster_02	250,235,215	MYB_TRB
MA1767.2	MYB23	Tryptophan cluster factors	MYB	DAP-seq	Q96276	Arabidopsis thaliana	MA1767	plants	cluster_45	30,144,255	MYB23
MA1768.2	MYB30	Tryptophan cluster factors	MYB	DAP-seq	Q9SCU7	Arabidopsis thaliana	MA1768	plants	cluster_02	250,235,215	MYB_TRB
MA1769.2	MYB39	Tryptophan cluster factors	MYB	DAP-seq	Q8GWP0	Arabidopsis thaliana	MA1769	plants	cluster_02	250,235,215	MYB_TRB
MA1770.2	MYB40	Tryptophan cluster factors	MYB	DAP-seq	F4K6R6	Arabidopsis thaliana	MA1770	plants	cluster_02	250,235,215	MYB_TRB
MA1771.2	MYB41	Tryptophan cluster factors	MYB	DAP-seq	Q9M0J5	Arabidopsis thaliana	MA1771	plants	cluster_02	250,235,215	MYB_TRB
MA1772.2	MYB43	Tryptophan cluster factors	MYB	DAP-seq	Q9SPG7	Arabidopsis thaliana	MA1772	plants	cluster_02	250,235,215	MYB_TRB
MA1773.2	MYB51	Tryptophan cluster factors	MYB	DAP-seq	O49782	Arabidopsis thaliana	MA1773	plants	cluster_02	250,235,215	MYB_TRB
MA1774.2	MYB60	Tryptophan cluster factors	MYB	DAP-seq	Q8GYP5	Arabidopsis thaliana	MA1774	plants	cluster_02	250,235,215	MYB_TRB
MA1775.2	MYB61	Tryptophan cluster factors	MYB	DAP-seq	Q8VZQ2	Arabidopsis thaliana	MA1775	plants	cluster_02	250,235,215	MYB_TRB
MA1776.2	MYB67	Tryptophan cluster factors	MYB	DAP-seq	Q9LTW2	Arabidopsis thaliana	MA1776	plants	cluster_02	250,235,215	MYB_TRB
MA1777.2	MYB74	Tryptophan cluster factors	MYB	DAP-seq	Q9M0Y5	Arabidopsis thaliana	MA1777	plants	cluster_02	250,235,215	MYB_TRB
MA1778.2	MYB80	Tryptophan cluster factors	MYB	DAP-seq	Q9XHV0	Arabidopsis thaliana	MA1778	plants	cluster_02	250,235,215	MYB_TRB
MA1779.2	MYB83	Tryptophan cluster factors	MYB	DAP-seq	Q9C6U1	Arabidopsis thaliana	MA1779	plants	cluster_02	250,235,215	MYB_TRB
MA1780.2	MYB92	Tryptophan cluster factors	MYB	DAP-seq	Q9SBF3	Arabidopsis thaliana	MA1780	plants	cluster_02	250,235,215	MYB_TRB
MA1781.2	MYB94	Tryptophan cluster factors	MYB	DAP-seq	Q9SN78	Arabidopsis thaliana	MA1781	plants	cluster_02	250,235,215	MYB_TRB
MA1783.1	NAC005	GCM domain factors	NAC	DAP-seq	O81914	Arabidopsis thaliana	MA1783	plants	cluster_16	210,105,30	NAC_A
MA1784.1	NAC011	GCM domain factors	NAC	DAP-seq	Q9LQK5	Arabidopsis thaliana	MA1784	plants	cluster_16	210,105,30	NAC_A
MA1785.2	NAC018	GCM domain factors	NAC	DAP-seq	Q9ZNU2	Arabidopsis thaliana	MA1785	plants	cluster_20	220,20,60	NAC_B
MA1786.2	NAC019	GCM domain factors	NAC	PBM	Q9C932	Arabidopsis thaliana	MA1786	plants	cluster_20	220,20,60	NAC_B
MA1787.2	NAC047	GCM domain factors	NAC	DAP-seq	Q84TD6	Arabidopsis thaliana	MA1787	plants	cluster_20	220,20,60	NAC_B
MA1788.1	NAC054	GCM domain factors	NAC	DAP-seq	Q9FRV4	Arabidopsis thaliana	MA1788	plants	cluster_16	210,105,30	NAC_A
MA1789.1	NAC071	GCM domain factors	NAC	DAP-seq	O49697	Arabidopsis thaliana	MA1789	plants	cluster_16	210,105,30	NAC_A
MA1790.1	NAC073	GCM domain factors	NAC	DAP-seq	O49459	Arabidopsis thaliana	MA1790	plants	cluster_16	210,105,30	NAC_A
MA1791.1	NAC087	GCM domain factors	NAC	DAP-seq	Q9FK44	Arabidopsis thaliana	MA1791	plants	cluster_16	210,105,30	NAC_A
MA1792.1	NAC098	GCM domain factors	NAC	DAP-seq	O04017	Arabidopsis thaliana	MA1792	plants	cluster_16	210,105,30	NAC_A
MA1793.2	NID1	Tryptophan cluster factors	MYB-related	PBM	Q84TG2	Arabidopsis thaliana	MA1793	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1794.2	NLP7	RWP-RK		DAP-seq	Q84TH9	Arabidopsis thaliana	MA1794	plants	cluster_10	0,0,255	WRKY
MA1795.2	RAP2-4	AP2/EREBP	ERF/DREB	PBM	Q8H1E4	Arabidopsis thaliana	MA1795	plants	cluster_15	127,255,0	ERF_DREB_A
MA1796.1	RAP2-7	AP2/EREBP	AP2	PBM	Q9SK03	Arabidopsis thaliana	MA1796	plants	cluster_36	72,61,139	SMZ_RAP2-7_TOE2
MA1797.1	RAV2	B3	RAV	PBM	P82280	Arabidopsis thaliana	MA1797	plants	cluster_17	255,127,80	ARF_RAV
MA1799.2	SPL10	C3H(C),C2HC zinc fingers factors	SBP	PBM	Q8S9L0	Arabidopsis thaliana	MA1799	plants	cluster_28	189,183,107	SPL_A
MA1800.1	TEM1	B3	RAV	PBM	Q9C6M5	Arabidopsis thaliana	MA1800	plants	cluster_17	255,127,80	ARF_RAV
MA1801.2	TREE1	C2H2 zinc finger factors	C2H2	PBM	O81793	Arabidopsis thaliana	MA1801	plants	cluster_12	165,42,42	BZIP
MA1802.2	TRP5	Tryptophan cluster factors	MYB-related	PBM	Q6R0E3	Arabidopsis thaliana	MA1802	plants	cluster_18	100,149,237	TRP_Trihelix
MA1803.2	VIP1	Basic leucine zipper factors (bZIP)	Group I	DAP-seq	Q9MA75	Arabidopsis thaliana	MA1803	plants	cluster_12	165,42,42	BZIP
MA1804.2	WIN1	AP2/EREBP	ERF/DREB	PBM	Q9XI33	Arabidopsis thaliana	MA1804	plants	cluster_30	85,107,47	ERF
MA1805.2	WRKY53	GCM domain factors	WRKY	PBM	Q9SUP6	Arabidopsis thaliana	MA1805	plants	cluster_10	0,0,255	WRKY
MA1807.2	ZHD10	Homeo domain factors	PLINC	DAP-seq	Q9FIW9	Arabidopsis thaliana	MA1807	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1808.2	GLYMA-06G314400	Basic leucine zipper factors (bZIP)	Group A	ChIP-seq	I1KFN0	Glycine max	MA1808	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1809.2	GLYMA-07G038400	C3H zinc finger factors	GRF	ChIP-seq	I1KHB3	Glycine max	MA1809	plants	cluster_22	0,0,139	GRF_ARF
MA1810.2	GLYMA-08G357600	B3	LAV	ChIP-seq	I1KZD3	Glycine max	MA1810	plants	cluster_29	139,0,139	ABI
MA1811.2	GLYMA-13G317000	Basic leucine zipper factors (bZIP)	Group A	ChIP-seq	K7M309	Glycine max	MA1811	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1812.2	ASR1	Tryptophan cluster factors	MYB-related	ChIP-seq	A0A3Q7EM19	Solanum lycopersicum	MA1812	plants	cluster_01	240,248,255	ARF_TCP
MA1813.2	EIL4	EIL		ChIP-seq	Q76DI3	Solanum lycopersicum	MA1813	plants	cluster_46	178,34,34	EIL4
MA1814.2	RIN	MADS box factors	Type II		Q8S4L4	Solanum lycopersicum	MA1814	plants	cluster_23	0,139,139	MIKC
MA1815.2	GRF4	C3H zinc finger factors	GRF	ChIP-seq	Q6ZIK5	Oryza sativa	MA1815	plants	cluster_12	165,42,42	BZIP
MA1816.2	O11	Basic helix-loop-helix factors (bHLH)	bHLH	ChIP-seq	A0A1D6EAS7	Zea mays	MA1816	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1817.2	Zm00001d020267	AP2/EREBP	ERF/DREB	ChIP-seq	A0A060D1F1	Zea mays	MA1817	plants	cluster_24	184,134,11	ERF_DREB_B
MA1818.1	Zm00001d052229	AP2/EREBP	ERF/DREB	ChIP-seq	C4JBG6	Zea mays	MA1818	plants	cluster_24	184,134,11	ERF_DREB_B
MA1819.2	Zm00001d005892	AP2/EREBP	ERF/DREB	ChIP-seq	A0A1D6ERG6	Zea mays	MA1819	plants	cluster_24	184,134,11	ERF_DREB_B
MA1820.2	Zm00001d024324	AP2/EREBP	ERF/DREB	ChIP-seq	K7TL41	Zea mays	MA1820	plants	cluster_24	184,134,11	ERF_DREB_B
MA1821.2	Zm00001d020595	AP2/EREBP	ERF/DREB	ChIP-seq	A0A1D6I4Y7	Zea mays	MA1821	plants	cluster_24	184,134,11	ERF_DREB_B
MA1822.2	Zm00001d018571	Basic leucine zipper factors (bZIP)		ChIP-seq	A0A1D6HQE4	Zea mays	MA1822	plants	cluster_28	189,183,107	SPL_A
MA1823.2	Zm00001d027846	Other C4 zinc finger-type factors	DOF	ChIP-seq	B4FDH4	Zea mays	MA1823	plants	cluster_25	169,169,169	NAC_C
MA1824.2	Zm00001d005692	Homeo domain factors	HD-ZIP	ChIP-seq	C0PNY4	Zea mays	MA1824	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1825.2	Zm00001d044409	Tryptophan cluster factors	MYB-related	ChIP-seq	A0A1D6NLI6	Zea mays	MA1825	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1827.2	Zm00001d044785	Tryptophan cluster factors	GARP_G2-like	ChIP-seq	K7W4V3	Zea mays	MA1827	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1828.2	Zm00001d038683	TCP		ChIP-seq	C0HEC8	Zea mays	MA1828	plants	cluster_01	240,248,255	ARF_TCP
MA1829.2	Zm00001d035604	Tryptophan cluster factors	MYB	ChIP-seq	A0A1D6LHJ4	Zea mays	MA1829	plants	cluster_02	250,235,215	MYB_TRB
MA1830.2	Zm00001d015407	Tryptophan cluster factors	GARP_G2-like	ChIP-seq	A0A060D7H5	Zea mays	MA1830	plants	cluster_04	127,255,212	HSF_GARP
MA1831.2	Zm00001d031796	AP2/EREBP	ERF/DREB	ChIP-seq	A0A060D609	Zea mays	MA1831	plants	cluster_24	184,134,11	ERF_DREB_B
MA1832.2	Zm00001d002364	AP2/EREBP	ERF/DREB	ChIP-seq	C4J4G2	Zea mays	MA1832	plants	cluster_24	184,134,11	ERF_DREB_B
MA1833.2	Zm00001d049364	AP2/EREBP	ERF/DREB	ChIP-seq	B6TYT8	Zea mays	MA1833	plants	cluster_24	184,134,11	ERF_DREB_B
MA1834.2	Zm00001d034298	Basic helix-loop-helix factors (bHLH)	bHLH	ChIP-seq	A0A1D6L6L0	Zea mays	MA1834	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1835.2	TFLG2-Zm00001d042777	Basic leucine zipper factors (bZIP)	Group D	ChIP-seq	O49067	Zea mays	MA1835	plants	cluster_28	189,183,107	SPL_A
MA2005.2	NAC016	GCM domain factors	NAC	DAP-seq	A4FVP6	Arabidopsis thaliana	MA2005	plants	cluster_16	210,105,30	NAC_A
MA2006.2	NAC020	GCM domain factors	NAC		Q67Z40	Arabidopsis thaliana	MA2006	plants	cluster_16	210,105,30	NAC_A
MA2007.2	MYB107	Tryptophan cluster factors	MYB	DAP-seq	Q9LDI5	Arabidopsis thaliana	MA2007	plants	cluster_02	250,235,215	MYB_TRB
MA2008.2	MYB99	Tryptophan cluster factors	MYB	DAP-seq	Q9SNW9	Arabidopsis thaliana	MA2008	plants	cluster_02	250,235,215	MYB_TRB
MA2009.2	NAC010	GCM domain factors	NAC		F4HY61	Arabidopsis thaliana	MA2009	plants	cluster_16	210,105,30	NAC_A
MA2010.2	SMB	GCM domain factors	NAC	DAP-seq	Q9MA17	Arabidopsis thaliana	MA2010	plants	cluster_25	169,169,169	NAC_C
MA2011.2	ERF010	AP2/EREBP	ERF/DREB		Q9FH94	Arabidopsis thaliana	MA2011	plants	cluster_15	127,255,0	ERF_DREB_A
MA2013.2	ERF115	AP2/EREBP	ERF/DREB		Q9LY29	Arabidopsis thaliana	MA2013	plants	cluster_24	184,134,11	ERF_DREB_B
MA2014.2	BAM8	Basic helix-loop-helix factors (bHLH)	BES/BZR		Q9FH80	Arabidopsis thaliana	MA2014	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2015.2	NAC002	GCM domain factors	NAC		Q39013	Arabidopsis thaliana	MA2015	plants	cluster_20	220,20,60	NAC_B
MA2016.2	GRF6	C3H zinc finger factors	GRF		Q9ZQ12	Arabidopsis thaliana	MA2016	plants	cluster_22	0,0,139	GRF_ARF
MA2017.2	JUB1	GCM domain factors	NAC		Q9SK55	Arabidopsis thaliana	MA2017	plants	cluster_47	255,250,240	JUB1
MA2018.2	NAC69	GCM domain factors	NAC		Q9M126	Arabidopsis thaliana	MA2018	plants	cluster_20	220,20,60	NAC_B
MA2019.2	HSFA1B	Heat shock factors	HSF		O81821	Arabidopsis thaliana	MA2019	plants	cluster_04	127,255,212	HSF_GARP
MA2020.2	HSFB4	Heat shock factors	HSF		Q9C635	Arabidopsis thaliana	MA2020	plants	cluster_04	127,255,212	HSF_GARP
MA2021.2	LBD13	Other C4 zinc finger-type factors	LBD		Q9AT61	Arabidopsis thaliana	MA2021	plants	cluster_48	34,139,34	LBD13
MA2022.2	LOB	Other C4 zinc finger-type factors	LBD		Q9FML4	Arabidopsis thaliana	MA2022	plants	cluster_24	184,134,11	ERF_DREB_B
MA2023.2	PHL4	Tryptophan cluster factors	GARP_G2-like		Q8GXC2	Arabidopsis thaliana	MA2023	plants	cluster_04	127,255,212	HSF_GARP
MA2024.2	MYB63	Tryptophan cluster factors	MYB		Q6R0A6	Arabidopsis thaliana	MA2024	plants	cluster_02	250,235,215	MYB_TRB
MA2025.2	MYB93	Tryptophan cluster factors	MYB		Q9S9Z2	Arabidopsis thaliana	MA2025	plants	cluster_02	250,235,215	MYB_TRB
MA2026.2	MYB108	Tryptophan cluster factors	MYB		Q9LDE1	Arabidopsis thaliana	MA2026	plants	cluster_02	250,235,215	MYB_TRB
MA2027.2	MYB44	Tryptophan cluster factors	MYB		Q9FDW1	Arabidopsis thaliana	MA2027	plants	cluster_11	138,43,226	MYB
MA2028.2	MYB49	Tryptophan cluster factors	MYB		Q9SPG6	Arabidopsis thaliana	MA2028	plants	cluster_02	250,235,215	MYB_TRB
MA2029.2	MYB88	Tryptophan cluster factors	MYB		F4IRB4	Arabidopsis thaliana	MA2029	plants	cluster_49	255,0,255	MYB88
MA2030.2	MYB96	Tryptophan cluster factors	MYB		Q24JK1	Arabidopsis thaliana	MA2030	plants	cluster_02	250,235,215	MYB_TRB
MA2031.2	AT5G04760	Tryptophan cluster factors	MYB-related		Q9LZ21	Arabidopsis thaliana	MA2031	plants	cluster_05	240,255,255	Tryptophan_cluster
MA2032.2	TRB1	Tryptophan cluster factors	MYB-related		Q8VWK4	Arabidopsis thaliana	MA2032	plants	cluster_02	250,235,215	MYB_TRB
MA2033.2	NAC038	GCM domain factors	NAC		Q9ZQ25	Arabidopsis thaliana	MA2033	plants	cluster_16	210,105,30	NAC_A
MA2034.2	NAC057	GCM domain factors	NAC		Q9LSH5	Arabidopsis thaliana	MA2034	plants	cluster_25	169,169,169	NAC_C
MA2035.2	NAC075	GCM domain factors	NAC		Q9M0F8	Arabidopsis thaliana	MA2035	plants	cluster_16	210,105,30	NAC_A
MA2036.2	NAC076	GCM domain factors	NAC		O65508	Arabidopsis thaliana	MA2036	plants	cluster_25	169,169,169	NAC_C
MA2037.2	NAC096	GCM domain factors	NAC		Q9LS24	Arabidopsis thaliana	MA2037	plants	cluster_25	169,169,169	NAC_C
MA2038.2	NAC103	GCM domain factors	NAC		Q9FMJ1	Arabidopsis thaliana	MA2038	plants	cluster_25	169,169,169	NAC_C
MA2039.2	ASIL2	Tryptophan cluster factors	Trihelix		Q9LJG8	Arabidopsis thaliana	MA2039	plants	cluster_15	127,255,0	ERF_DREB_A
MA2040.2	ENAP2	Tryptophan cluster factors	Trihelix		F4K0Q7	Arabidopsis thaliana	MA2040	plants	cluster_15	127,255,0	ERF_DREB_A
MA2041.2	MYB13	Tryptophan cluster factors	MYB		Q9LNC9	Arabidopsis thaliana	MA2041	plants	cluster_02	250,235,215	MYB_TRB
MA2042.2	MYB58	Tryptophan cluster factors	MYB		Q9SA47	Arabidopsis thaliana	MA2042	plants	cluster_02	250,235,215	MYB_TRB
MA2043.2	NAC004	GCM domain factors	NAC		O81913	Arabidopsis thaliana	MA2043	plants	cluster_25	169,169,169	NAC_C
MA2044.2	NAC007	GCM domain factors	NAC		Q9FWX2	Arabidopsis thaliana	MA2044	plants	cluster_25	169,169,169	NAC_C
MA2045.2	NAC031	GCM domain factors	NAC		Q9S851	Arabidopsis thaliana	MA2045	plants	cluster_16	210,105,30	NAC_A
MA2046.2	NAC035	GCM domain factors	NAC		Q9ZVP8	Arabidopsis thaliana	MA2046	plants	cluster_20	220,20,60	NAC_B
MA2047.2	NAC037	GCM domain factors	NAC		Q9SL41	Arabidopsis thaliana	MA2047	plants	cluster_25	169,169,169	NAC_C
MA2048.2	NAC045	GCM domain factors	NAC		A4VCM0	Arabidopsis thaliana	MA2048	plants	cluster_25	169,169,169	NAC_C
MA2049.2	NAC053	GCM domain factors	NAC		Q949N0	Arabidopsis thaliana	MA2049	plants	cluster_25	169,169,169	NAC_C
MA2050.2	NAC101	GCM domain factors	NAC		Q9LVA1	Arabidopsis thaliana	MA2050	plants	cluster_25	169,169,169	NAC_C
MA2051.2	NAC68	GCM domain factors	NAC		A8MQY1	Arabidopsis thaliana	MA2051	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2052.2	ZAT6	C2H2 zinc finger factors	C2H2		O22533	Arabidopsis thaliana	MA2052	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA2053.2	NAC105	GCM domain factors	NAC		Q9FH59	Arabidopsis thaliana	MA2053	plants	cluster_25	169,169,169	NAC_C
MA2055.1	PK00315.1	Basic leucine zipper factors (bZIP)	Group I	PBM		Cannabis sativa	MA2055	plants	cluster_12	165,42,42	BZIP
MA2056.1	PK01144.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2056	plants	cluster_03	0,255,255	DOF_CDF
MA2057.1	PK01630.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2057	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2058.1	PK03929.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2058	plants	cluster_03	0,255,255	DOF_CDF
MA2059.1	PK05432.1	GCM domain factors	WRKY	PBM		Cannabis sativa	MA2059	plants	cluster_10	0,0,255	WRKY
MA2060.1	PK05451.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2060	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2061.1	PK06517.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2061	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2062.1	PK07031.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2062	plants	cluster_03	0,255,255	DOF_CDF
MA2063.1	PK07402.1	AP2/EREBP		PBM		Cannabis sativa	MA2063	plants	cluster_15	127,255,0	ERF_DREB_A
MA2064.1	PK07858.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2064	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2065.1	PK08602.1	AP2/EREBP		PBM		Cannabis sativa	MA2065	plants	cluster_15	127,255,0	ERF_DREB_A
MA2066.1	PK09021.1	Basic leucine zipper factors (bZIP)	Group D	PBM		Cannabis sativa	MA2066	plants	cluster_14	95,158,160	BZIP_TGA
MA2067.1	PK09702.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2067	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2068.1	PK10344.1	TCP		PBM		Cannabis sativa	MA2068	plants	cluster_01	240,248,255	ARF_TCP
MA2069.1	PK10955.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2069	plants	cluster_03	0,255,255	DOF_CDF
MA2070.1	PK15337.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2070	plants	cluster_03	0,255,255	DOF_CDF
MA2071.1	PK15505.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2071	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2072.1	PK16335.1	Basic leucine zipper factors (bZIP)	Group D	PBM		Cannabis sativa	MA2072	plants	cluster_12	165,42,42	BZIP
MA2073.1	PK16340.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2073	plants	cluster_03	0,255,255	DOF_CDF
MA2074.1	PK17878.1	AP2/EREBP	ERF/DREB	PBM		Cannabis sativa	MA2074	plants	cluster_24	184,134,11	ERF_DREB_B
MA2075.1	PK18009.1	Basic leucine zipper factors (bZIP)	Group A	PBM		Cannabis sativa	MA2075	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2076.1	PK18401.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2076	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2077.1	PK18474.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2077	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2078.1	PK19363.1	AP2/EREBP	ERF/DREB	PBM		Cannabis sativa	MA2078	plants	cluster_24	184,134,11	ERF_DREB_B
MA2079.1	PK19717.1	TCP		PBM		Cannabis sativa	MA2079	plants	cluster_01	240,248,255	ARF_TCP
MA2080.1	PK20225.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2080	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2081.1	PK20317.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2081	plants	cluster_03	0,255,255	DOF_CDF
MA2082.1	PK20392.1	Homeo domain factors	HD-ZIP	PBM		Cannabis sativa	MA2082	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA2083.1	PK21166.1	Tryptophan cluster factors	MYB	PBM		Cannabis sativa	MA2083	plants	cluster_02	250,235,215	MYB_TRB
MA2084.1	PK23009.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2084	plants	cluster_03	0,255,255	DOF_CDF
MA2085.1	PK23763.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2085	plants	cluster_03	0,255,255	DOF_CDF
MA2086.1	PK23964.1	Basic leucine zipper factors (bZIP)	Group G	PBM		Cannabis sativa	MA2086	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2087.1	PK24205.1	Basic leucine zipper factors (bZIP)	Group A	PBM		Cannabis sativa	MA2087	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2088.1	PK24580.1	AP2/EREBP	ERF/DREB	PBM		Cannabis sativa	MA2088	plants	cluster_15	127,255,0	ERF_DREB_A
MA2089.1	PK25870.1	GCM domain factors	WRKY	PBM		Cannabis sativa	MA2089	plants	cluster_10	0,0,255	WRKY
MA2090.1	PK26523.1	Tryptophan cluster factors	GARP_G2-like	PBM		Cannabis sativa	MA2090	plants	cluster_04	127,255,212	HSF_GARP
MA2091.1	PK27109.1	Basic leucine zipper factors (bZIP)	Group I	PBM		Cannabis sativa	MA2091	plants	cluster_12	165,42,42	BZIP
MA2092.1	PK27149.1	Basic leucine zipper factors (bZIP)	Group S	PBM		Cannabis sativa	MA2092	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2103.1	AT4G09450	Tryptophan cluster factors	MYB-related	PBM	Q9M0P7	Arabidopsis thaliana	MA2103	plants	cluster_05	240,255,255	Tryptophan_cluster
MA2104.1	IDD11	C2H2 zinc finger factors	IDD	DAP-seq	Q9LRW7	Arabidopsis thaliana	MA2104	plants	cluster_08	0,0,0	C2H2_DOF
